"Date","Description","ChkRef","Amount","Balance"
09/05/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 069638,,-$2.05,"$13,041.41"
09/05/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 069754,,-$11.12,"$13,030.29"
09/05/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 335374,,-$74.22,"$12,956.07"
09/05/2025,XX8226 POS PURCHASE LAKE LIQUOR NORTH LITTLE AR 80615362 463748,,-$143.98,"$12,812.09"
09/08/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 034283,,-$8.19,"$12,803.90"
09/08/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 020183,,-$21.98,"$12,781.92"
09/08/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 295094,,-$25.13,"$12,756.79"
09/08/2025,XX8226 POS PURCHASE RPS*The Ridge at 800-7040154 AR 00000000 063198,,"-$1,013.83","$11,742.96"
09/09/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 00050006 525296001944,,-$95.68,"$11,647.28"
09/10/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 080006,,-$10.26,"$11,637.02"
09/10/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 064493,,-$11.12,"$11,625.90"
09/10/2025,XX8226 POS PURCHASE DONAGHY BEARS DE CONWAY AR 001 034563,,-$12.83,"$11,613.07"
09/10/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 080003,,-$64.72,"$11,548.35"
09/12/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 094875,,-$6.93,"$11,541.42"
09/12/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 029745,,-$286.81,"$11,254.61"
09/15/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 071979,,-$7.04,"$11,247.57"
09/15/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 026948,,-$10.95,"$11,236.62"
09/15/2025,XX8226 POS PURCHASE DONAGHY BEARS DE CONWAY AR 001 032858,,-$11.16,"$11,225.46"
09/15/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 030046,,-$18.39,"$11,207.07"
09/15/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 030036,,-$36.93,"$11,170.14"
09/16/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 082286,,-$10.95,"$11,159.19"
09/16/2025,CAPITAL ONE CRCARDPMT 442B2V04BCKLM0Y,,-$147.32,"$11,011.87"
09/17/2025,XX8226 POS PURCHASE DOLLAR TREE CONWAY AR 36890001 016077,,-$5.98,"$11,005.89"
09/17/2025,XX8226 POS PURCHASE CASEY S #4398 55 CONWAY AR 99999999 259112,,-$6.09,"$10,999.80"
09/17/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 061982,,-$7.04,"$10,992.76"
09/18/2025,XX8226 POS PURCHASE JIMMY JOHNS - 20 501-329-2200 AR 00000000 012638,,-$9.85,"$10,982.91"
09/18/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 025754,,-$11.75,"$10,971.16"
09/19/2025,XX8226 POS PURCHASE SNAPPY MART 6 CONWAY AR 8 076431,,-$11.87,"$10,959.29"
09/19/2025,XX8226 POS PURCHASE JIMMY JOHNS - 20 501-329-2200 AR 00000000 015323,,-$11.94,"$10,947.35"
09/19/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 21714201 810177,,-$29.08,"$10,918.27"
09/19/2025,XX8226 POS PURCHASE Grumpys Too Little Rock AR 75011182 047342,,-$103.15,"$10,815.12"
09/22/2025,XX8226 POS PURCHASE MAVERIK #5251 CONWAY AR 1 074618,,-$3.25,"$10,811.87"
09/22/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 1 065278,,-$3.57,"$10,808.30"
09/22/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 001800,,-$14.27,"$10,794.03"
09/22/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 21714201 407920,,-$18.48,"$10,775.55"
09/22/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 21714201 066960,,-$22.64,"$10,752.91"
09/23/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 1 087049,,-$11.93,"$10,740.98"
09/23/2025,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04776458 000139,,-$23.43,"$10,717.55"
09/25/2025,XX8226 POS PURCHASE CIRCLE K DEALER LITTLE ROCK AR 101 065335,,-$7.74,"$10,709.81"
09/25/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 035273,,-$10.86,"$10,698.95"
09/25/2025,XX8226 POS PURCHASE LAKE LIQUOR NORTH LITTLE AR 80615362 627765,,-$33.50,"$10,665.45"
09/25/2025,XX8226 ATM WITHDRAWAL BANK OZK CONWAY AR AR000138 009183,,-$60.00,"$10,605.45"
09/26/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 1 039576,,-$2.38,"$10,603.07"
09/26/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 1 039975,,-$8.50,"$10,594.57"
09/26/2025,XX8226 POS PURCHASE JIMMY JOHNS - 20 501-329-2200 AR 00000000 093803,,-$11.94,"$10,582.63"
09/26/2025,XX8226 POS PURCHASE Popeyes 05733 Conway AR 54152070 044609,,-$22.46,"$10,560.17"
09/29/2025,XX8226 POS PURCHASE LOVE'S #0271 INS OZARK AR 00000000 031352,,-$5.58,"$10,554.59"
09/29/2025,XX8226 POS PURCHASE LEVY@ 2 RAZOR FAYETTEVILLE AR 78544436 056806,,-$8.04,"$10,546.55"
09/29/2025,XX8226 POS PURCHASE MAVERIK #5044 SPRINGDALE AR 1 050755,,-$14.30,"$10,532.25"
09/29/2025,XX8226 POS PURCHASE 2LEVY@RAZOR FAYETTEVILLE AR 00000000 007322,,-$25.22,"$10,507.03"
09/29/2025,XX8226 POS PURCHASE 2LEVY@RAZOR FAYETTEVILLE AR 00000000 008409,,-$25.22,"$10,481.81"
09/29/2025,XX8226 POS PURCHASE SPO*041PICKLEMAN 479-316-3600 AR 58823282 023282,,-$36.77,"$10,445.04"
10/01/2025,ONLINE BANKING TRANSFER FROM x3799 10/01/25,,"$1,350.00","$11,795.04"
10/01/2025,XX8226 POS PURCHASE MAVERIK #5273 CONWAY AR 1 000039,,-$7.26,"$11,787.78"
10/02/2025,2582 POS PURCHASE SAMS CLUB #4749 CONWAY AR 47490083 976637(Pending),,-$92.79,"$11,694.99"
10/02/2025,65613 POS PURCHASE RPS*The Ridge at 800-7040154 AR 00000000 065613(Pending),,-$958.83,"$10,736.16"
10/02/2025,8327 POS PREAUTH 9245 GREAT CLIPS CONWAY AR 96078094 008327(Pending),,-$15.99,"$10,720.17"
